,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.309,0.103,0.117,0.493,0.003,0.003,926.0,776.0,1.0
z_Intercept,0.492,0.012,0.471,0.516,0.0,0.0,812.0,744.0,1.0
t,0.172,0.005,0.164,0.182,0.0,0.0,894.0,627.0,1.01
v_signed_contrast,5.747,0.246,5.304,6.21,0.008,0.007,1066.0,877.0,1.0
v_Intercept,0.049,0.087,-0.116,0.206,0.003,0.002,917.0,652.0,1.0
a,0.793,0.017,0.763,0.824,0.001,0.001,762.0,608.0,1.0
