,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.417,0.015,0.39,0.444,0.001,0.0,788.0,778.0,1.0
t,0.182,0.003,0.177,0.188,0.0,0.0,772.0,794.0,1.0
z_prevresp_cat[prev_right],0.05,0.019,0.014,0.085,0.001,0.001,1049.0,656.0,1.0
v_signed_contrast,7.085,0.366,6.338,7.71,0.011,0.011,1148.0,847.0,1.0
v_Intercept,-0.236,0.089,-0.405,-0.074,0.003,0.002,836.0,813.0,1.0
a,0.562,0.011,0.541,0.581,0.0,0.0,767.0,786.0,1.01
