,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.515,0.015,0.487,0.544,0.001,0.0,807.0,719.0,1.0
t,0.168,0.002,0.163,0.172,0.0,0.0,683.0,719.0,1.01
z_prevresp_cat[prev_right],0.006,0.018,-0.027,0.04,0.001,0.0,1176.0,860.0,1.0
v_signed_contrast,8.036,0.38,7.271,8.694,0.012,0.011,1047.0,835.0,1.0
v_Intercept,0.277,0.095,0.112,0.473,0.003,0.003,768.0,700.0,1.0
a,0.528,0.01,0.511,0.548,0.0,0.0,731.0,839.0,1.0
