,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.343,0.142,0.091,0.613,0.005,0.004,832.0,755.0,1.0
z_Intercept,0.514,0.016,0.485,0.546,0.001,0.0,685.0,852.0,1.0
t,0.129,0.004,0.122,0.138,0.0,0.0,767.0,687.0,1.01
v_signed_contrast,4.821,0.255,4.337,5.275,0.008,0.008,982.0,738.0,1.0
z_prevresp_cat[prev_right],-0.019,0.023,-0.057,0.027,0.001,0.001,678.0,808.0,1.0
v_Intercept,0.151,0.094,-0.016,0.327,0.004,0.003,676.0,750.0,1.0
a,0.688,0.013,0.663,0.712,0.0,0.0,747.0,728.0,1.0
