,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.155,0.095,-0.008,0.349,0.003,0.003,952.0,601.0,1.01
z_Intercept,0.552,0.012,0.53,0.574,0.0,0.0,657.0,619.0,1.0
t,0.153,0.006,0.142,0.163,0.0,0.0,609.0,570.0,1.0
v_signed_contrast,7.234,0.29,6.67,7.767,0.009,0.01,1003.0,698.0,1.0
v_Intercept,0.223,0.084,0.054,0.373,0.003,0.002,820.0,793.0,1.01
a,0.784,0.016,0.755,0.813,0.001,0.0,619.0,616.0,1.0
