,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.479,0.191,0.132,0.867,0.006,0.007,1013.0,670.0,1.0
z_Intercept,0.627,0.013,0.602,0.652,0.001,0.0,645.0,636.0,1.0
t,0.18,0.002,0.176,0.183,0.0,0.0,812.0,686.0,1.0
v_signed_contrast,7.511,0.401,6.667,8.207,0.014,0.012,823.0,759.0,1.01
v_Intercept,-0.095,0.161,-0.424,0.184,0.006,0.005,782.0,725.0,1.0
a,0.474,0.01,0.457,0.493,0.0,0.0,903.0,739.0,1.0
