,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.673,0.015,0.642,0.698,0.001,0.0,827.0,825.0,1.0
t,0.156,0.002,0.152,0.16,0.0,0.0,826.0,656.0,1.0
z_prevresp_cat[prev_right],0.048,0.016,0.021,0.079,0.0,0.0,1071.0,817.0,1.01
v_signed_contrast,4.603,0.29,4.049,5.161,0.009,0.008,939.0,800.0,1.0
v_Intercept,-0.066,0.088,-0.22,0.107,0.003,0.002,779.0,803.0,1.01
a,0.758,0.015,0.731,0.789,0.001,0.001,790.0,492.0,1.0
