,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.549,0.017,0.514,0.578,0.001,0.001,783.0,736.0,1.01
t,0.179,0.003,0.173,0.185,0.0,0.0,741.0,690.0,1.0
z_prevresp_cat[prev_right],0.015,0.019,-0.018,0.053,0.001,0.001,1081.0,815.0,1.0
v_signed_contrast,5.5,0.255,5.039,5.981,0.008,0.008,913.0,752.0,1.01
v_Intercept,0.054,0.083,-0.118,0.197,0.003,0.002,775.0,742.0,1.0
a,0.64,0.012,0.62,0.664,0.0,0.0,832.0,733.0,1.0
