,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.397,0.158,0.095,0.676,0.006,0.005,629.0,632.0,1.0
z_Intercept,0.42,0.018,0.388,0.453,0.001,0.001,544.0,762.0,1.0
t,0.173,0.003,0.167,0.178,0.0,0.0,664.0,608.0,1.0
v_signed_contrast,6.407,0.348,5.763,7.019,0.012,0.01,901.0,725.0,1.0
z_prevresp_cat[prev_right],0.012,0.022,-0.028,0.057,0.001,0.001,646.0,816.0,1.0
v_Intercept,-0.034,0.125,-0.263,0.208,0.005,0.004,619.0,648.0,1.0
a,0.623,0.011,0.602,0.643,0.0,0.0,685.0,647.0,1.01
