,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.512,0.016,0.482,0.541,0.001,0.0,967.0,607.0,1.0
t,0.178,0.006,0.167,0.188,0.0,0.0,734.0,661.0,1.01
z_prevresp_cat[prev_right],-0.009,0.019,-0.045,0.029,0.001,0.001,1218.0,759.0,1.0
v_signed_contrast,4.07,0.216,3.618,4.45,0.006,0.007,1153.0,753.0,1.0
v_Intercept,-0.124,0.068,-0.242,0.01,0.003,0.002,668.0,807.0,1.0
a,0.714,0.013,0.69,0.739,0.0,0.0,729.0,846.0,1.0
