,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.537,0.013,0.513,0.561,0.001,0.0,598.0,581.0,1.01
t,0.138,0.005,0.13,0.146,0.0,0.0,793.0,495.0,1.0
v_signed_contrast,5.813,0.253,5.301,6.261,0.009,0.007,865.0,769.0,1.0
v_Intercept,0.43,0.071,0.311,0.565,0.003,0.002,603.0,691.0,1.0
a,0.79,0.015,0.763,0.82,0.001,0.001,885.0,783.0,1.0
