,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.425,0.012,0.404,0.447,0.0,0.0,572.0,640.0,1.0
t,0.173,0.003,0.167,0.178,0.0,0.0,552.0,689.0,1.0
v_signed_contrast,6.391,0.329,5.808,7.031,0.012,0.01,784.0,685.0,1.01
v_Intercept,0.193,0.078,0.054,0.334,0.003,0.002,692.0,751.0,1.0
a,0.621,0.011,0.601,0.643,0.0,0.0,674.0,731.0,1.0
