,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.507,0.013,0.483,0.53,0.001,0.0,642.0,520.0,1.0
t,0.179,0.006,0.168,0.19,0.0,0.0,661.0,389.0,1.0
v_signed_contrast,4.069,0.211,3.675,4.443,0.008,0.006,719.0,628.0,1.0
v_Intercept,-0.126,0.069,-0.265,-0.004,0.003,0.002,642.0,734.0,1.0
a,0.713,0.014,0.687,0.74,0.001,0.0,714.0,669.0,1.0
