,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.141,0.133,-0.387,0.096,0.004,0.004,981.0,866.0,1.01
z_Intercept,0.596,0.017,0.565,0.627,0.001,0.001,797.0,617.0,1.0
t,0.142,0.005,0.134,0.152,0.0,0.0,758.0,605.0,1.0
v_signed_contrast,6.931,0.352,6.312,7.602,0.013,0.01,760.0,671.0,1.0
v_Intercept,0.903,0.132,0.671,1.152,0.005,0.004,774.0,776.0,1.0
a,0.734,0.018,0.699,0.763,0.001,0.001,782.0,655.0,1.01
