,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.294,0.014,0.269,0.321,0.001,0.0,714.0,592.0,1.0
t,0.161,0.003,0.154,0.165,0.0,0.0,486.0,654.0,1.0
z_prevresp_cat[prev_right],0.032,0.016,-0.001,0.06,0.001,0.001,984.0,660.0,1.01
v_signed_contrast,6.128,0.317,5.548,6.706,0.011,0.009,766.0,707.0,1.0
v_Intercept,-0.017,0.097,-0.174,0.179,0.004,0.003,658.0,674.0,1.0
a,0.586,0.012,0.565,0.609,0.0,0.0,588.0,482.0,1.0
