,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.077,0.163,-0.19,0.398,0.006,0.004,836.0,883.0,1.0
z_Intercept,0.515,0.015,0.489,0.545,0.001,0.0,792.0,784.0,1.0
t,0.165,0.004,0.157,0.172,0.0,0.0,701.0,740.0,1.0
v_signed_contrast,6.793,0.349,6.159,7.471,0.011,0.011,976.0,668.0,1.0
z_prevresp_cat[prev_right],-0.01,0.024,-0.05,0.037,0.001,0.001,628.0,714.0,1.01
v_Intercept,-0.617,0.1,-0.79,-0.418,0.003,0.003,891.0,858.0,1.0
a,0.613,0.012,0.593,0.636,0.0,0.0,699.0,693.0,1.0
