,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.309,0.012,0.289,0.333,0.001,0.0,555.0,583.0,1.0
t,0.161,0.003,0.154,0.165,0.0,0.0,489.0,794.0,1.0
v_signed_contrast,6.14,0.312,5.568,6.732,0.013,0.012,557.0,536.0,1.0
v_Intercept,-0.03,0.101,-0.205,0.174,0.004,0.003,521.0,637.0,1.01
a,0.583,0.012,0.56,0.605,0.001,0.0,524.0,438.0,1.01
