,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.596,0.016,0.562,0.625,0.001,0.001,728.0,628.0,1.01
t,0.177,0.001,0.174,0.179,0.0,0.0,842.0,415.0,1.01
z_prevresp_cat[prev_right],0.077,0.019,0.039,0.11,0.001,0.001,866.0,617.0,1.01
v_signed_contrast,6.55,0.486,5.667,7.482,0.017,0.016,828.0,648.0,1.0
v_Intercept,-0.308,0.13,-0.561,-0.082,0.005,0.004,678.0,651.0,1.01
a,0.417,0.008,0.401,0.431,0.0,0.0,829.0,644.0,1.01
