,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.169,0.12,-0.393,0.056,0.003,0.004,1334.0,753.0,1.0
z_Intercept,0.528,0.012,0.505,0.549,0.0,0.0,929.0,846.0,1.01
t,0.121,0.005,0.111,0.129,0.0,0.0,730.0,694.0,1.0
v_signed_contrast,3.059,0.228,2.634,3.465,0.006,0.006,1285.0,751.0,1.0
v_Intercept,0.455,0.103,0.254,0.642,0.003,0.003,902.0,808.0,1.0
a,0.719,0.013,0.694,0.742,0.0,0.0,846.0,703.0,1.0
