,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.463,0.016,0.435,0.495,0.001,0.0,773.0,697.0,1.0
t,0.161,0.004,0.153,0.168,0.0,0.0,772.0,685.0,1.0
z_prevresp_cat[prev_right],-0.026,0.018,-0.058,0.008,0.001,0.0,1000.0,790.0,1.0
v_signed_contrast,7.619,0.338,7.001,8.268,0.011,0.009,871.0,795.0,1.01
v_Intercept,0.909,0.078,0.768,1.052,0.003,0.002,832.0,724.0,1.01
a,0.675,0.013,0.653,0.702,0.0,0.0,764.0,744.0,1.0
