,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.456,0.129,0.199,0.693,0.004,0.005,981.0,571.0,1.01
z_Intercept,0.195,0.008,0.181,0.209,0.0,0.0,496.0,536.0,1.0
t,0.17,0.001,0.168,0.172,0.0,0.0,714.0,297.0,1.0
v_signed_contrast,5.423,0.372,4.663,6.088,0.014,0.012,671.0,675.0,1.01
v_Intercept,1.268,0.12,1.047,1.482,0.004,0.003,731.0,590.0,1.01
a,0.684,0.013,0.659,0.708,0.001,0.0,644.0,596.0,1.0
