,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.247,0.138,0.009,0.504,0.005,0.004,691.0,792.0,1.0
z_Intercept,0.484,0.018,0.451,0.515,0.001,0.0,667.0,820.0,1.0
t,0.171,0.006,0.16,0.183,0.0,0.0,635.0,715.0,1.01
v_signed_contrast,4.445,0.234,4.015,4.891,0.008,0.006,882.0,848.0,1.0
z_prevresp_cat[prev_right],0.044,0.024,-0.005,0.084,0.001,0.001,720.0,693.0,1.0
v_Intercept,-0.005,0.091,-0.181,0.151,0.004,0.002,558.0,754.0,1.0
a,0.718,0.013,0.692,0.743,0.0,0.0,706.0,640.0,1.01
