,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.627,0.014,0.601,0.652,0.001,0.0,422.0,593.0,1.0
t,0.207,0.006,0.196,0.219,0.0,0.0,451.0,392.0,1.0
v_signed_contrast,5.215,0.239,4.734,5.631,0.009,0.008,676.0,598.0,1.01
v_Intercept,0.215,0.076,0.069,0.353,0.003,0.003,533.0,539.0,1.0
a,0.764,0.015,0.741,0.797,0.001,0.0,714.0,503.0,1.0
