,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.507,0.013,0.482,0.53,0.001,0.0,651.0,763.0,1.01
t,0.172,0.006,0.162,0.183,0.0,0.0,720.0,817.0,1.0
v_signed_contrast,4.359,0.228,3.942,4.792,0.008,0.009,823.0,636.0,1.0
v_Intercept,0.101,0.074,-0.029,0.246,0.003,0.002,640.0,559.0,1.0
a,0.714,0.013,0.689,0.739,0.0,0.0,721.0,808.0,1.0
