,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddma,0,-649.6131735061564,5.81896056988046,0.0,1.0,36.23419643693497,0.0,True,log
ddmb,1,-650.4024160154262,6.8824916454452705,0.7892425092698607,0.0,36.26480843330253,0.7247403101651833,True,log
ddmc,2,-650.5577175166028,6.481934960869353,0.9445440104464415,0.0,36.11384682609744,0.16262916564498395,True,log
ddmd,3,-651.0236656464238,7.568020353543602,1.4104921402673982,0.0,36.171391396549524,0.9696581315426132,True,log
