,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.403,0.108,0.203,0.61,0.003,0.004,1202.0,708.0,1.0
z_Intercept,0.506,0.013,0.481,0.529,0.0,0.0,809.0,789.0,1.0
t,0.171,0.006,0.16,0.181,0.0,0.0,745.0,535.0,1.01
v_signed_contrast,4.455,0.229,4.025,4.903,0.007,0.008,975.0,621.0,1.0
v_Intercept,-0.084,0.085,-0.244,0.066,0.003,0.002,978.0,743.0,1.0
a,0.718,0.014,0.691,0.742,0.0,0.0,864.0,880.0,1.01
