,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.654,0.26,0.134,1.102,0.01,0.007,751.0,716.0,1.0
z_Intercept,0.477,0.03,0.418,0.532,0.001,0.001,735.0,702.0,1.01
t,0.203,0.004,0.195,0.211,0.0,0.0,646.0,470.0,1.01
v_signed_contrast,4.881,0.466,3.975,5.678,0.014,0.014,1073.0,770.0,1.0
z_prevresp_cat[prev_right],-0.044,0.035,-0.106,0.025,0.001,0.001,681.0,781.0,1.0
v_Intercept,0.39,0.219,-0.016,0.808,0.008,0.006,842.0,839.0,1.0
a,0.517,0.015,0.488,0.545,0.001,0.001,612.0,467.0,1.01
