,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmc,0,185.57135788198212,8.11923332458602,0.0,0.25,32.39568218443112,0.0,False,log
ddmd,1,184.0935089588222,9.711634156063155,1.477848923159903,0.25,32.44413676862237,0.2580121478775015,False,log
ddma,2,,,,0.25,,,False,log
ddmb,3,,,,0.25,,,False,log
