,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddma,0,346.85808759572916,11.960590942368754,0.0,0.25,42.732762098036694,0.0,True,log
ddmd,1,346.0622108474647,13.588300722416307,0.7958767482643676,0.25,42.75281248230955,1.148667275565004,True,log
ddmc,2,345.6665357420603,13.065877146334287,1.1915518536687895,0.25,42.71149273163914,0.18904719506576048,True,log
ddmb,3,,,,0.25,,,True,log
