,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.635,0.206,0.226,1.022,0.008,0.005,723.0,746.0,1.0
z_Intercept,0.549,0.019,0.516,0.587,0.001,0.001,583.0,705.0,1.0
t,0.151,0.003,0.145,0.155,0.0,0.0,430.0,653.0,1.01
v_signed_contrast,5.793,0.323,5.19,6.419,0.01,0.011,1032.0,707.0,1.01
z_prevresp_cat[prev_right],-0.025,0.026,-0.072,0.025,0.001,0.001,622.0,801.0,1.0
v_Intercept,-1.149,0.142,-1.44,-0.914,0.005,0.004,696.0,627.0,1.01
a,0.468,0.01,0.45,0.489,0.0,0.0,543.0,717.0,1.01
