,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.43,0.015,0.399,0.456,0.001,0.0,753.0,689.0,1.0
t,0.199,0.007,0.184,0.209,0.0,0.0,531.0,444.0,1.01
z_prevresp_cat[prev_right],0.062,0.019,0.026,0.096,0.001,0.001,960.0,670.0,1.0
v_signed_contrast,6.32,0.298,5.806,6.926,0.011,0.009,721.0,646.0,1.01
v_Intercept,0.113,0.067,-0.001,0.245,0.003,0.002,666.0,772.0,1.0
a,0.724,0.014,0.699,0.751,0.001,0.001,605.0,596.0,1.01
