,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.17,0.122,-0.387,0.08,0.004,0.005,1021.0,576.0,1.0
z_Intercept,0.446,0.012,0.425,0.468,0.0,0.0,768.0,866.0,1.0
t,0.16,0.004,0.153,0.168,0.0,0.0,732.0,705.0,1.0
v_signed_contrast,7.615,0.32,7.014,8.221,0.011,0.009,881.0,812.0,1.0
v_Intercept,1.023,0.113,0.815,1.242,0.004,0.004,837.0,710.0,1.0
a,0.675,0.014,0.649,0.701,0.001,0.0,730.0,709.0,1.01
