,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.747,0.155,0.469,1.036,0.006,0.005,696.0,693.0,1.01
z_Intercept,0.418,0.014,0.394,0.448,0.001,0.0,677.0,553.0,1.0
t,0.158,0.004,0.151,0.165,0.0,0.0,716.0,656.0,1.0
v_signed_contrast,7.819,0.339,7.142,8.436,0.011,0.009,952.0,703.0,1.01
z_prevresp_cat[prev_right],0.016,0.024,-0.032,0.057,0.001,0.001,865.0,646.0,1.01
v_Intercept,-0.507,0.098,-0.686,-0.321,0.004,0.003,685.0,724.0,1.01
a,0.682,0.013,0.66,0.706,0.0,0.0,693.0,654.0,1.01
