,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.078,0.178,-0.228,0.428,0.006,0.005,953.0,850.0,1.0
z_Intercept,0.418,0.015,0.391,0.447,0.001,0.0,737.0,583.0,1.0
t,0.182,0.003,0.177,0.188,0.0,0.0,665.0,733.0,1.0
v_signed_contrast,7.091,0.355,6.383,7.739,0.011,0.01,1050.0,759.0,1.0
z_prevresp_cat[prev_right],0.046,0.022,0.001,0.087,0.001,0.001,881.0,757.0,1.0
v_Intercept,-0.262,0.121,-0.502,-0.063,0.004,0.004,779.0,740.0,1.0
a,0.562,0.011,0.541,0.583,0.0,0.0,692.0,869.0,1.0
