,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.392,0.011,0.371,0.413,0.0,0.0,701.0,687.0,1.0
t,0.203,0.002,0.198,0.207,0.0,0.0,856.0,950.0,1.01
v_signed_contrast,6.452,0.341,5.762,7.037,0.011,0.011,882.0,726.0,1.0
v_Intercept,1.754,0.089,1.593,1.93,0.004,0.002,638.0,847.0,1.0
a,0.593,0.011,0.574,0.615,0.0,0.0,830.0,671.0,1.0
