,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.175,0.185,-0.193,0.515,0.006,0.005,819.0,795.0,1.0
z_Intercept,0.521,0.018,0.487,0.554,0.001,0.001,773.0,820.0,1.0
t,0.168,0.003,0.163,0.172,0.0,0.0,747.0,833.0,1.0
v_signed_contrast,8.006,0.377,7.314,8.724,0.011,0.011,1127.0,836.0,1.0
z_prevresp_cat[prev_right],-0.006,0.023,-0.047,0.041,0.001,0.001,760.0,639.0,1.0
v_Intercept,0.2,0.132,-0.03,0.463,0.005,0.003,825.0,727.0,1.0
a,0.527,0.011,0.507,0.547,0.0,0.0,735.0,491.0,1.01
