,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.158,0.16,-0.117,0.464,0.004,0.005,1416.0,667.0,1.0
z_Intercept,0.392,0.011,0.371,0.412,0.0,0.0,904.0,876.0,1.0
t,0.203,0.003,0.198,0.208,0.0,0.0,1007.0,736.0,1.0
v_signed_contrast,6.423,0.368,5.687,7.078,0.011,0.012,1178.0,834.0,1.0
v_Intercept,1.637,0.152,1.364,1.935,0.005,0.004,1119.0,779.0,1.0
a,0.593,0.011,0.571,0.613,0.0,0.0,938.0,882.0,1.01
