,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.621,0.018,0.586,0.652,0.001,0.001,789.0,692.0,1.01
t,0.169,0.002,0.166,0.171,0.0,0.0,859.0,710.0,1.0
z_prevresp_cat[prev_right],0.082,0.02,0.047,0.122,0.001,0.001,971.0,613.0,1.0
v_signed_contrast,6.996,0.445,6.174,7.839,0.013,0.014,1104.0,579.0,1.01
v_Intercept,-0.633,0.112,-0.833,-0.41,0.004,0.003,884.0,821.0,1.0
a,0.507,0.011,0.487,0.528,0.0,0.0,773.0,637.0,1.0
