,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.547,0.016,0.522,0.579,0.001,0.001,520.0,621.0,1.01
t,0.162,0.011,0.144,0.185,0.001,0.0,429.0,406.0,1.01
v_signed_contrast,3.219,0.205,2.848,3.626,0.007,0.006,799.0,737.0,1.0
v_Intercept,-0.261,0.066,-0.376,-0.131,0.003,0.002,644.0,740.0,1.01
a,0.778,0.015,0.751,0.807,0.001,0.0,494.0,541.0,1.0
