,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.096,0.156,-0.402,0.182,0.007,0.005,576.0,651.0,1.01
z_Intercept,0.457,0.019,0.423,0.494,0.001,0.001,571.0,636.0,1.0
t,0.16,0.004,0.153,0.168,0.0,0.0,722.0,451.0,1.0
v_signed_contrast,7.62,0.34,7.026,8.271,0.011,0.008,1013.0,854.0,1.01
z_prevresp_cat[prev_right],-0.016,0.024,-0.059,0.032,0.001,0.001,636.0,572.0,1.01
v_Intercept,0.976,0.127,0.727,1.212,0.006,0.004,531.0,483.0,1.0
a,0.676,0.014,0.652,0.703,0.001,0.0,708.0,687.0,1.01
