,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.282,0.236,-0.182,0.695,0.009,0.007,661.0,634.0,1.0
z_Intercept,0.604,0.018,0.575,0.645,0.001,0.0,647.0,791.0,1.0
t,0.177,0.001,0.174,0.179,0.0,0.0,662.0,255.0,1.01
v_signed_contrast,6.59,0.466,5.746,7.445,0.015,0.013,948.0,835.0,1.0
z_prevresp_cat[prev_right],0.064,0.023,0.019,0.105,0.001,0.001,787.0,749.0,1.0
v_Intercept,-0.457,0.184,-0.795,-0.126,0.007,0.005,673.0,638.0,1.0
a,0.417,0.008,0.402,0.431,0.0,0.0,773.0,635.0,1.01
