,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmd,0,-530.1294054111829,7.353566871981684,0.0,0.8095229979941351,33.28586453571729,0.0,True,log
ddmb,1,-531.4479020962985,7.438512092490555,1.3184966851157185,0.0,33.235853079004585,1.612286085992696,True,log
ddma,2,-531.9617887932417,6.19919560014489,1.8323833820588424,0.19047700200586418,33.29622933415691,2.434789460991453,True,log
ddmc,3,-532.8305241353582,7.207873423671572,2.701118724175366,7.771561172376096e-16,33.3427255795246,2.4389416910225328,True,log
