,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmc,0,-467.4515575074115,8.584334216667571,0.0,0.25,35.29233767099581,0.0,True,log
ddmb,1,-467.81024812029887,9.058389761642275,0.35869061288744586,0.25,35.38612446928296,0.42555370832370926,True,log
ddma,2,,,,0.25,,,True,log
ddmd,3,,,,0.25,,,True,log
