,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.327,0.207,-0.046,0.709,0.008,0.006,740.0,634.0,1.0
z_Intercept,0.472,0.014,0.448,0.5,0.001,0.0,728.0,616.0,1.01
t,0.179,0.003,0.173,0.183,0.0,0.0,672.0,737.0,1.01
v_signed_contrast,6.991,0.482,6.167,7.938,0.016,0.017,857.0,671.0,1.0
v_Intercept,-0.527,0.151,-0.82,-0.27,0.006,0.005,759.0,647.0,1.0
a,0.428,0.012,0.403,0.447,0.0,0.0,686.0,640.0,1.01
