,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.447,0.14,0.178,0.704,0.005,0.005,785.0,651.0,1.01
z_Intercept,0.421,0.016,0.391,0.45,0.001,0.0,675.0,788.0,1.0
t,0.12,0.003,0.113,0.125,0.0,0.0,859.0,689.0,1.0
v_signed_contrast,4.953,0.249,4.503,5.415,0.007,0.007,1124.0,767.0,1.0
z_prevresp_cat[prev_right],-0.003,0.022,-0.04,0.04,0.001,0.001,814.0,672.0,1.01
v_Intercept,0.155,0.103,-0.044,0.346,0.004,0.003,717.0,692.0,1.0
a,0.672,0.012,0.653,0.696,0.0,0.0,937.0,884.0,1.0
