,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.049,0.112,-0.168,0.258,0.004,0.004,943.0,606.0,1.0
z_Intercept,0.625,0.012,0.603,0.645,0.0,0.0,799.0,566.0,1.0
t,0.147,0.004,0.141,0.154,0.0,0.0,708.0,613.0,1.01
v_signed_contrast,5.583,0.263,5.051,6.028,0.01,0.008,759.0,649.0,1.0
v_Intercept,-0.74,0.095,-0.925,-0.569,0.003,0.002,752.0,829.0,1.0
a,0.705,0.013,0.681,0.728,0.0,0.0,872.0,776.0,1.01
