,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.524,0.018,0.492,0.557,0.001,0.001,567.0,585.0,1.01
t,0.152,0.002,0.147,0.156,0.0,0.0,516.0,613.0,1.01
z_prevresp_cat[prev_right],0.026,0.021,-0.014,0.066,0.001,0.001,784.0,600.0,1.0
v_signed_contrast,5.753,0.339,5.114,6.381,0.011,0.011,891.0,653.0,1.0
v_Intercept,-0.866,0.116,-1.097,-0.669,0.005,0.004,574.0,534.0,1.01
a,0.465,0.009,0.449,0.484,0.0,0.0,755.0,753.0,1.01
