,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.596,0.016,0.564,0.627,0.001,0.001,548.0,572.0,1.01
t,0.142,0.004,0.134,0.15,0.0,0.0,694.0,576.0,1.0
v_signed_contrast,6.921,0.361,6.257,7.55,0.013,0.011,746.0,617.0,1.0
v_Intercept,0.826,0.114,0.615,1.04,0.005,0.004,591.0,650.0,1.0
a,0.734,0.018,0.703,0.771,0.001,0.001,705.0,753.0,1.0
