,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.544,0.017,0.512,0.576,0.001,0.0,978.0,823.0,1.0
t,0.121,0.006,0.111,0.131,0.0,0.0,644.0,691.0,1.0
z_prevresp_cat[prev_right],-0.026,0.02,-0.063,0.011,0.001,0.001,987.0,738.0,1.0
v_signed_contrast,3.044,0.22,2.652,3.476,0.007,0.007,922.0,793.0,1.0
v_Intercept,0.345,0.07,0.219,0.485,0.003,0.002,779.0,785.0,1.0
a,0.719,0.014,0.694,0.748,0.001,0.0,722.0,587.0,1.0
