,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.456,0.133,0.221,0.739,0.004,0.004,869.0,843.0,1.0
z_Intercept,0.461,0.018,0.427,0.494,0.001,0.001,780.0,828.0,1.0
t,0.198,0.007,0.185,0.211,0.0,0.0,555.0,340.0,1.01
v_signed_contrast,6.403,0.298,5.879,6.979,0.009,0.008,1107.0,808.0,1.01
z_prevresp_cat[prev_right],0.012,0.023,-0.03,0.059,0.001,0.001,808.0,845.0,1.01
v_Intercept,-0.174,0.104,-0.356,0.024,0.003,0.003,930.0,850.0,1.01
a,0.726,0.014,0.701,0.755,0.001,0.0,764.0,621.0,1.01
