,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.593,0.017,0.562,0.623,0.001,0.0,776.0,881.0,1.0
t,0.181,0.002,0.178,0.184,0.0,0.0,705.0,693.0,1.0
z_prevresp_cat[prev_right],0.064,0.018,0.03,0.099,0.001,0.001,957.0,628.0,1.0
v_signed_contrast,7.506,0.388,6.804,8.194,0.013,0.011,919.0,792.0,1.0
v_Intercept,0.156,0.126,-0.091,0.374,0.005,0.003,667.0,587.0,1.0
a,0.474,0.01,0.456,0.491,0.0,0.0,767.0,721.0,1.0
