,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.473,0.014,0.448,0.501,0.001,0.0,522.0,682.0,1.01
t,0.179,0.003,0.173,0.184,0.0,0.0,578.0,748.0,1.0
v_signed_contrast,7.018,0.459,6.181,7.9,0.015,0.013,947.0,805.0,1.0
v_Intercept,-0.403,0.128,-0.641,-0.187,0.006,0.004,484.0,584.0,1.01
a,0.427,0.011,0.406,0.447,0.0,0.0,589.0,728.0,1.0
