,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.016,0.199,-0.36,0.378,0.007,0.006,810.0,729.0,1.0
z_Intercept,0.369,0.022,0.325,0.409,0.001,0.001,869.0,901.0,1.0
t,0.203,0.002,0.199,0.208,0.0,0.0,834.0,560.0,1.0
v_signed_contrast,6.441,0.361,5.801,7.131,0.012,0.01,932.0,821.0,1.01
z_prevresp_cat[prev_right],0.031,0.026,-0.021,0.077,0.001,0.001,734.0,755.0,1.01
v_Intercept,1.739,0.173,1.422,2.064,0.006,0.005,831.0,918.0,1.01
a,0.593,0.011,0.573,0.616,0.0,0.0,702.0,551.0,1.0
