,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.475,0.018,0.442,0.51,0.001,0.001,700.0,751.0,1.01
t,0.142,0.006,0.132,0.153,0.0,0.0,798.0,547.0,1.0
z_prevresp_cat[prev_right],-0.023,0.021,-0.06,0.017,0.001,0.001,1304.0,783.0,1.0
v_signed_contrast,5.145,0.295,4.59,5.693,0.009,0.01,1083.0,686.0,1.01
v_Intercept,0.767,0.068,0.637,0.894,0.003,0.002,655.0,764.0,1.01
a,0.772,0.015,0.744,0.802,0.001,0.0,913.0,725.0,1.0
