,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.178,0.22,-0.248,0.581,0.008,0.006,761.0,819.0,1.0
z_Intercept,0.599,0.017,0.566,0.629,0.001,0.0,763.0,722.0,1.0
t,0.181,0.002,0.178,0.184,0.0,0.0,722.0,777.0,1.01
v_signed_contrast,7.504,0.395,6.756,8.206,0.013,0.011,861.0,792.0,1.0
z_prevresp_cat[prev_right],0.054,0.022,0.013,0.095,0.001,0.001,703.0,668.0,1.0
v_Intercept,0.055,0.169,-0.275,0.364,0.006,0.005,740.0,710.0,1.0
a,0.474,0.009,0.458,0.492,0.0,0.0,840.0,648.0,1.0
