,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.314,0.014,0.29,0.342,0.001,0.0,761.0,793.0,1.0
t,0.138,0.002,0.134,0.141,0.0,0.0,670.0,884.0,1.0
z_prevresp_cat[prev_right],0.038,0.017,0.006,0.069,0.001,0.001,1084.0,701.0,1.0
v_signed_contrast,5.38,0.386,4.696,6.109,0.012,0.011,1063.0,922.0,1.0
v_Intercept,1.313,0.098,1.118,1.477,0.004,0.003,573.0,553.0,1.0
a,0.487,0.008,0.47,0.502,0.0,0.0,785.0,840.0,1.0
