,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.672,0.013,0.649,0.697,0.001,0.0,601.0,766.0,1.0
t,0.168,0.002,0.165,0.17,0.0,0.0,679.0,565.0,1.01
v_signed_contrast,6.983,0.442,6.128,7.803,0.015,0.013,907.0,755.0,1.0
v_Intercept,-0.638,0.118,-0.872,-0.434,0.004,0.003,732.0,822.0,1.0
a,0.505,0.011,0.484,0.525,0.0,0.0,588.0,586.0,1.01
