,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.425,0.017,0.393,0.455,0.001,0.0,739.0,715.0,1.01
t,0.146,0.003,0.141,0.151,0.0,0.0,883.0,648.0,1.0
z_prevresp_cat[prev_right],0.094,0.022,0.052,0.131,0.001,0.001,945.0,780.0,1.0
v_signed_contrast,7.261,0.355,6.626,7.952,0.011,0.011,1058.0,737.0,1.0
v_Intercept,-0.46,0.106,-0.638,-0.256,0.004,0.003,809.0,773.0,1.0
a,0.521,0.011,0.503,0.542,0.0,0.0,881.0,737.0,1.0
