,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.036,0.109,-0.24,0.17,0.003,0.004,1163.0,632.0,1.0
z_Intercept,0.506,0.013,0.479,0.53,0.0,0.0,799.0,805.0,1.01
t,0.179,0.006,0.169,0.191,0.0,0.0,729.0,631.0,1.0
v_signed_contrast,4.076,0.21,3.706,4.496,0.007,0.006,849.0,686.0,1.0
v_Intercept,-0.104,0.091,-0.295,0.057,0.003,0.003,1038.0,825.0,1.01
a,0.714,0.014,0.686,0.738,0.0,0.0,905.0,646.0,1.0
