,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.51,0.012,0.487,0.533,0.0,0.0,695.0,622.0,1.0
t,0.165,0.004,0.157,0.173,0.0,0.0,716.0,694.0,1.0
v_signed_contrast,6.786,0.368,6.041,7.443,0.012,0.011,958.0,787.0,1.0
v_Intercept,-0.578,0.077,-0.733,-0.445,0.003,0.003,541.0,445.0,1.01
a,0.613,0.013,0.59,0.639,0.0,0.0,726.0,536.0,1.01
