,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.116,0.151,-0.414,0.141,0.005,0.004,811.0,913.0,1.0
z_Intercept,0.464,0.022,0.426,0.505,0.001,0.001,817.0,777.0,1.0
t,0.142,0.006,0.13,0.153,0.0,0.0,458.0,366.0,1.01
v_signed_contrast,5.135,0.275,4.632,5.664,0.009,0.008,869.0,794.0,1.0
z_prevresp_cat[prev_right],-0.007,0.027,-0.056,0.045,0.001,0.001,809.0,732.0,1.0
v_Intercept,0.845,0.12,0.618,1.054,0.005,0.003,706.0,671.0,1.0
a,0.773,0.016,0.746,0.805,0.001,0.0,646.0,447.0,1.01
