,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.03,0.136,-0.197,0.305,0.004,0.004,1112.0,795.0,1.0
z_Intercept,0.51,0.012,0.487,0.534,0.0,0.0,706.0,625.0,1.0
t,0.165,0.004,0.156,0.171,0.0,0.0,815.0,580.0,1.0
v_signed_contrast,6.795,0.364,6.128,7.506,0.011,0.013,1066.0,767.0,1.01
v_Intercept,-0.592,0.1,-0.785,-0.422,0.003,0.003,839.0,535.0,1.01
a,0.613,0.013,0.59,0.637,0.0,0.0,712.0,793.0,1.01
