,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.473,0.015,0.445,0.499,0.0,0.0,897.0,820.0,1.0
t,0.172,0.005,0.163,0.182,0.0,0.0,719.0,736.0,1.0
z_prevresp_cat[prev_right],0.038,0.019,-0.001,0.07,0.001,0.001,1188.0,650.0,1.0
v_signed_contrast,5.718,0.249,5.195,6.111,0.008,0.007,959.0,677.0,1.0
v_Intercept,0.212,0.067,0.074,0.325,0.002,0.002,843.0,770.0,1.0
a,0.795,0.016,0.768,0.826,0.001,0.0,685.0,737.0,1.0
