,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.442,0.015,0.414,0.469,0.001,0.0,819.0,597.0,1.0
t,0.173,0.007,0.161,0.187,0.0,0.0,598.0,769.0,1.0
z_prevresp_cat[prev_right],0.015,0.018,-0.02,0.049,0.001,0.001,787.0,800.0,1.01
v_signed_contrast,4.518,0.281,3.972,5.014,0.009,0.009,998.0,643.0,1.0
v_Intercept,0.314,0.057,0.215,0.434,0.002,0.002,807.0,715.0,1.0
a,0.745,0.014,0.719,0.772,0.001,0.0,655.0,882.0,1.0
